id,q1,q2,q3,q4,q5,q6,q7,q8,BLOCK,choiceid,ALT,SELECT,choice,ASC,small.gain,small.loss,big.loss,big.gain,municipal,state,private,cooperative,mi1,mi4,mi8,mi10,bill,STR,white,female,age,univ_degr,income,wages,self.emp,pol_dem,pol_ind,pol_rep,coast_rec,mean_nep,mean_rel,mean_met,mean_inst,mean_mor,oper,att_w_US,const_st,wf_rec,sup,opp,dis,skep,int,af,con,cur,ap,enth,app,abuse_nep,bal_r_nep,crisis_r_nep,spaceship_nep,bau_nep,extract_r_ins,loss_r_ins,decade_r_mor,comm_rel,wild_rel,clean_inst,tech,tech_r,iden_rel,kin_rel,right_r_mor,health_rel,other_rel,kin_met,resp_met,iden_met,other_met,lat,long,zip_code,ResponseID,obs,obs1_24
1,1,2,2,2,1,1,1,2,1,1,1,1,TRUE,1,1,0,0,0,0,1,0,0,1,0,0,0,1,101,1,1,28,1,6,0,0,0,0,0,0,4.6,4.17,1.75,3,3,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,5,4,5,5,4,2,4,4,4,4,5,4,2,5,5,4,2,5,2,2,2,1,42.18179321,-71.19619751,3820,R_0CJgoxE736KONEh,obs1,1
1,1,2,2,2,1,1,1,2,1,1,2,1,FALSE,1,0,1,0,0,0,0,1,0,0,0,1,0,5,101,1,1,28,1,6,0,0,0,0,0,0,4.6,4.17,1.75,3,3,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,5,4,5,5,4,2,4,4,4,4,5,4,2,5,5,4,2,5,2,2,2,1,42.18179321,-71.19619751,3820,R_0CJgoxE736KONEh,obs2,2
1,1,2,2,2,1,1,1,2,1,1,3,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,1,1,28,1,6,0,0,0,0,0,0,4.6,4.17,1.75,3,3,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,5,4,5,5,4,2,4,4,4,4,5,4,2,5,5,4,2,5,2,2,2,1,42.18179321,-71.19619751,3820,R_0CJgoxE736KONEh,obs3,3
1,1,2,2,2,1,1,1,2,1,2,1,2,FALSE,1,0,1,0,0,0,0,0,1,0,0,1,0,1,102,1,1,28,1,6,0,0,0,0,0,0,4.6,4.17,1.75,3,3,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,5,4,5,5,4,2,4,4,4,4,5,4,2,5,5,4,2,5,2,2,2,1,42.18179321,-71.19619751,3820,R_0CJgoxE736KONEh,obs4,4
1,1,2,2,2,1,1,1,2,1,2,2,2,TRUE,1,1,0,0,0,1,0,0,0,1,0,0,0,5,102,1,1,28,1,6,0,0,0,0,0,0,4.6,4.17,1.75,3,3,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,5,4,5,5,4,2,4,4,4,4,5,4,2,5,5,4,2,5,2,2,2,1,42.18179321,-71.19619751,3820,R_0CJgoxE736KONEh,obs5,5
1,1,2,2,2,1,1,1,2,1,2,3,2,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,1,1,28,1,6,0,0,0,0,0,0,4.6,4.17,1.75,3,3,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,5,4,5,5,4,2,4,4,4,4,5,4,2,5,5,4,2,5,2,2,2,1,42.18179321,-71.19619751,3820,R_0CJgoxE736KONEh,obs6,6
1,1,2,2,2,1,1,1,2,1,3,1,2,FALSE,1,0,0,1,0,1,0,0,0,0,1,0,0,5,103,1,1,28,1,6,0,0,0,0,0,0,4.6,4.17,1.75,3,3,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,5,4,5,5,4,2,4,4,4,4,5,4,2,5,5,4,2,5,2,2,2,1,42.18179321,-71.19619751,3820,R_0CJgoxE736KONEh,obs7,7
1,1,2,2,2,1,1,1,2,1,3,2,2,TRUE,1,0,1,0,0,0,1,0,0,1,0,0,0,10,103,1,1,28,1,6,0,0,0,0,0,0,4.6,4.17,1.75,3,3,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,5,4,5,5,4,2,4,4,4,4,5,4,2,5,5,4,2,5,2,2,2,1,42.18179321,-71.19619751,3820,R_0CJgoxE736KONEh,obs8,8
1,1,2,2,2,1,1,1,2,1,3,3,2,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,1,1,28,1,6,0,0,0,0,0,0,4.6,4.17,1.75,3,3,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,5,4,5,5,4,2,4,4,4,4,5,4,2,5,5,4,2,5,2,2,2,1,42.18179,-71.1962,3820,R_0CJgoxE736KONEh,obs9,9
1,1,2,2,2,1,1,1,2,1,4,1,2,FALSE,1,0,0,1,0,0,0,0,1,1,0,0,0,5,104,1,1,28,1,6,0,0,0,0,0,0,4.6,4.17,1.75,3,3,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,5,4,5,5,4,2,4,4,4,4,5,4,2,5,5,4,2,5,2,2,2,1,42.18179,-71.1962,3820,R_0CJgoxE736KONEh,obs10,10
1,1,2,2,2,1,1,1,2,1,4,2,2,TRUE,1,1,0,0,0,0,0,1,0,0,1,0,0,10,104,1,1,28,1,6,0,0,0,0,0,0,4.6,4.17,1.75,3,3,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,5,4,5,5,4,2,4,4,4,4,5,4,2,5,5,4,2,5,2,2,2,1,42.18179,-71.1962,3820,R_0CJgoxE736KONEh,obs11,11
1,1,2,2,2,1,1,1,2,1,4,3,2,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,1,1,28,1,6,0,0,0,0,0,0,4.6,4.17,1.75,3,3,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,5,4,5,5,4,2,4,4,4,4,5,4,2,5,5,4,2,5,2,2,2,1,42.18179,-71.1962,3820,R_0CJgoxE736KONEh,obs12,12
1,1,2,2,2,1,1,1,2,1,5,1,1,TRUE,1,0,0,0,1,0,1,0,0,1,0,0,0,1,105,1,1,28,1,6,0,0,0,0,0,0,4.6,4.17,1.75,3,3,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,5,4,5,5,4,2,4,4,4,4,5,4,2,5,5,4,2,5,2,2,2,1,42.18179,-71.1962,3820,R_0CJgoxE736KONEh,obs13,13
1,1,2,2,2,1,1,1,2,1,5,2,1,FALSE,1,1,0,0,0,0,0,1,0,0,1,0,0,5,105,1,1,28,1,6,0,0,0,0,0,0,4.6,4.17,1.75,3,3,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,5,4,5,5,4,2,4,4,4,4,5,4,2,5,5,4,2,5,2,2,2,1,42.18179,-71.1962,3820,R_0CJgoxE736KONEh,obs14,14
1,1,2,2,2,1,1,1,2,1,5,3,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,1,1,28,1,6,0,0,0,0,0,0,4.6,4.17,1.75,3,3,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,5,4,5,5,4,2,4,4,4,4,5,4,2,5,5,4,2,5,2,2,2,1,42.18179,-71.1962,3820,R_0CJgoxE736KONEh,obs15,15
1,1,2,2,2,1,1,1,2,1,6,1,1,TRUE,1,0,1,0,0,1,0,0,0,1,0,0,0,5,106,1,1,28,1,6,0,0,0,0,0,0,4.6,4.17,1.75,3,3,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,5,4,5,5,4,2,4,4,4,4,5,4,2,5,5,4,2,5,2,2,2,1,42.18179,-71.1962,3820,R_0CJgoxE736KONEh,obs16,16
1,1,2,2,2,1,1,1,2,1,6,2,1,FALSE,1,0,0,1,0,0,1,0,0,0,1,0,0,1,106,1,1,28,1,6,0,0,0,0,0,0,4.6,4.17,1.75,3,3,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,5,4,5,5,4,2,4,4,4,4,5,4,2,5,5,4,2,5,2,2,2,1,42.18179,-71.1962,3820,R_0CJgoxE736KONEh,obs17,17
1,1,2,2,2,1,1,1,2,1,6,3,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,1,1,28,1,6,0,0,0,0,0,0,4.6,4.17,1.75,3,3,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,5,4,5,5,4,2,4,4,4,4,5,4,2,5,5,4,2,5,2,2,2,1,42.18179,-71.1962,3820,R_0CJgoxE736KONEh,obs18,18
1,1,2,2,2,1,1,1,2,1,7,1,1,TRUE,1,0,0,0,1,0,0,1,0,1,0,0,0,10,107,1,1,28,1,6,0,0,0,0,0,0,4.6,4.17,1.75,3,3,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,5,4,5,5,4,2,4,4,4,4,5,4,2,5,5,4,2,5,2,2,2,1,42.18179,-71.1962,3820,R_0CJgoxE736KONEh,obs19,19
1,1,2,2,2,1,1,1,2,1,7,2,1,FALSE,1,0,0,1,0,1,0,0,0,0,0,0,1,5,107,1,1,28,1,6,0,0,0,0,0,0,4.6,4.17,1.75,3,3,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,5,4,5,5,4,2,4,4,4,4,5,4,2,5,5,4,2,5,2,2,2,1,42.18179,-71.1962,3820,R_0CJgoxE736KONEh,obs20,20
1,1,2,2,2,1,1,1,2,1,7,3,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,1,1,28,1,6,0,0,0,0,0,0,4.6,4.17,1.75,3,3,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,5,4,5,5,4,2,4,4,4,4,5,4,2,5,5,4,2,5,2,2,2,1,42.18179,-71.1962,3820,R_0CJgoxE736KONEh,obs21,21
1,1,2,2,2,1,1,1,2,1,8,1,2,FALSE,1,0,1,0,0,0,0,0,1,0,1,0,0,5,108,1,1,28,1,6,0,0,0,0,0,0,4.6,4.17,1.75,3,3,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,5,4,5,5,4,2,4,4,4,4,5,4,2,5,5,4,2,5,2,2,2,1,42.18179,-71.1962,3820,R_0CJgoxE736KONEh,obs22,22
1,1,2,2,2,1,1,1,2,1,8,2,2,TRUE,1,1,0,0,0,1,0,0,0,0,0,1,0,1,108,1,1,28,1,6,0,0,0,0,0,0,4.6,4.17,1.75,3,3,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,5,4,5,5,4,2,4,4,4,4,5,4,2,5,5,4,2,5,2,2,2,1,42.18179,-71.1962,3820,R_0CJgoxE736KONEh,obs23,23
1,1,2,2,2,1,1,1,2,1,8,3,2,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,1,1,28,1,6,0,0,0,0,0,0,4.6,4.17,1.75,3,3,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,5,4,5,5,4,2,4,4,4,4,5,4,2,5,5,4,2,5,2,2,2,1,42.18179,-71.1962,3820,R_0CJgoxE736KONEh,obs24,24
2,1,2,1,2,1,1,1,2,1,1,1,1,TRUE,1,1,0,0,0,0,1,0,0,1,0,0,0,1,201,0,1,28,1,7,0,0,0,1,0,1,4,3.33,2.5,3,2.5,1,2,2,3,1,0,0,0,1,0,0,1,0,0,1,4,4,4,5,3,2,4,4,5,3,5,4,2,3,3,5,1,5,3,2,4,1,42.56530762,-70.85780334,1801,R_0jo1GHSPQ9TFfY9,obs1,1
2,1,2,1,2,1,1,1,2,1,1,2,1,FALSE,1,0,1,0,0,0,0,1,0,0,0,1,0,5,201,0,1,28,1,7,0,0,0,1,0,1,4,3.33,2.5,3,2.5,1,2,2,3,1,0,0,0,1,0,0,1,0,0,1,4,4,4,5,3,2,4,4,5,3,5,4,2,3,3,5,1,5,3,2,4,1,42.56530762,-70.85780334,1801,R_0jo1GHSPQ9TFfY9,obs2,2
2,1,2,1,2,1,1,1,2,1,1,3,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,0,1,28,1,7,0,0,0,1,0,1,4,3.33,2.5,3,2.5,1,2,2,3,1,0,0,0,1,0,0,1,0,0,1,4,4,4,5,3,2,4,4,5,3,5,4,2,3,3,5,1,5,3,2,4,1,42.56530762,-70.85780334,1801,R_0jo1GHSPQ9TFfY9,obs3,3
2,1,2,1,2,1,1,1,2,1,2,1,2,FALSE,1,0,1,0,0,0,0,0,1,0,0,1,0,1,202,0,1,28,1,7,0,0,0,1,0,1,4,3.33,2.5,3,2.5,1,2,2,3,1,0,0,0,1,0,0,1,0,0,1,4,4,4,5,3,2,4,4,5,3,5,4,2,3,3,5,1,5,3,2,4,1,42.56530762,-70.85780334,1801,R_0jo1GHSPQ9TFfY9,obs4,4
2,1,2,1,2,1,1,1,2,1,2,2,2,TRUE,1,1,0,0,0,1,0,0,0,1,0,0,0,5,202,0,1,28,1,7,0,0,0,1,0,1,4,3.33,2.5,3,2.5,1,2,2,3,1,0,0,0,1,0,0,1,0,0,1,4,4,4,5,3,2,4,4,5,3,5,4,2,3,3,5,1,5,3,2,4,1,42.56530762,-70.85780334,1801,R_0jo1GHSPQ9TFfY9,obs5,5
2,1,2,1,2,1,1,1,2,1,2,3,2,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,0,1,28,1,7,0,0,0,1,0,1,4,3.33,2.5,3,2.5,1,2,2,3,1,0,0,0,1,0,0,1,0,0,1,4,4,4,5,3,2,4,4,5,3,5,4,2,3,3,5,1,5,3,2,4,1,42.56530762,-70.85780334,1801,R_0jo1GHSPQ9TFfY9,obs6,6
2,1,2,1,2,1,1,1,2,1,3,1,1,TRUE,1,0,0,1,0,1,0,0,0,0,1,0,0,5,203,0,1,28,1,7,0,0,0,1,0,1,4,3.33,2.5,3,2.5,1,2,2,3,1,0,0,0,1,0,0,1,0,0,1,4,4,4,5,3,2,4,4,5,3,5,4,2,3,3,5,1,5,3,2,4,1,42.56530762,-70.85780334,1801,R_0jo1GHSPQ9TFfY9,obs7,7
2,1,2,1,2,1,1,1,2,1,3,2,1,FALSE,1,0,1,0,0,0,1,0,0,1,0,0,0,10,203,0,1,28,1,7,0,0,0,1,0,1,4,3.33,2.5,3,2.5,1,2,2,3,1,0,0,0,1,0,0,1,0,0,1,4,4,4,5,3,2,4,4,5,3,5,4,2,3,3,5,1,5,3,2,4,1,42.56530762,-70.85780334,1801,R_0jo1GHSPQ9TFfY9,obs8,8
2,1,2,1,2,1,1,1,2,1,3,3,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,0,1,28,1,7,0,0,0,1,0,1,4,3.33,2.5,3,2.5,1,2,2,3,1,0,0,0,1,0,0,1,0,0,1,4,4,4,5,3,2,4,4,5,3,5,4,2,3,3,5,1,5,3,2,4,1,42.56531,-70.8578,1801,R_0jo1GHSPQ9TFfY9,obs9,9
2,1,2,1,2,1,1,1,2,1,4,1,2,FALSE,1,0,0,1,0,0,0,0,1,1,0,0,0,5,204,0,1,28,1,7,0,0,0,1,0,1,4,3.33,2.5,3,2.5,1,2,2,3,1,0,0,0,1,0,0,1,0,0,1,4,4,4,5,3,2,4,4,5,3,5,4,2,3,3,5,1,5,3,2,4,1,42.56531,-70.8578,1801,R_0jo1GHSPQ9TFfY9,obs10,10
2,1,2,1,2,1,1,1,2,1,4,2,2,TRUE,1,1,0,0,0,0,0,1,0,0,1,0,0,10,204,0,1,28,1,7,0,0,0,1,0,1,4,3.33,2.5,3,2.5,1,2,2,3,1,0,0,0,1,0,0,1,0,0,1,4,4,4,5,3,2,4,4,5,3,5,4,2,3,3,5,1,5,3,2,4,1,42.56531,-70.8578,1801,R_0jo1GHSPQ9TFfY9,obs11,11
2,1,2,1,2,1,1,1,2,1,4,3,2,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,0,1,28,1,7,0,0,0,1,0,1,4,3.33,2.5,3,2.5,1,2,2,3,1,0,0,0,1,0,0,1,0,0,1,4,4,4,5,3,2,4,4,5,3,5,4,2,3,3,5,1,5,3,2,4,1,42.56531,-70.8578,1801,R_0jo1GHSPQ9TFfY9,obs12,12
